n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.non.learning.stateless.as.numrl.agent.sim.sequentialXor.avg.UNLIMITED.max
1.160e+04	5.000e-01	9.807e-02	5.000e-01	5.919e-01	2.661e-01	7.213e-01	7.699e-02	3.569e-02	1.428e-01
1.170e+04	5.000e-01	9.807e-02	5.000e-01	5.919e-01	2.661e-01	7.213e-01	7.699e-02	3.569e-02	1.428e-01
1.180e+04	5.000e-01	9.807e-02	5.000e-01	5.919e-01	2.661e-01	7.213e-01	8.294e-02	3.569e-02	1.566e-01
1.190e+04	5.000e-01	9.807e-02	5.000e-01	5.804e-01	2.324e-01	7.213e-01	7.699e-02	2.997e-02	1.428e-01
1.200e+04	5.000e-01	9.807e-02	5.000e-01	5.804e-01	2.661e-01	7.213e-01	7.699e-02	2.997e-02	1.428e-01
1.210e+04	5.000e-01	9.807e-02	5.000e-01	5.802e-01	2.324e-01	7.010e-01	7.699e-02	2.997e-02	1.428e-01
1.220e+04	5.000e-01	2.398e-01	5.000e-01	5.804e-01	2.661e-01	7.213e-01	7.699e-02	2.997e-02	1.428e-01
1.230e+04	5.000e-01	-4.066e-14	5.000e-01	5.802e-01	2.324e-01	7.213e-01	7.699e-02	2.997e-02	1.428e-01
1.240e+04	5.000e-01	-4.066e-14	5.000e-01	5.527e-01	1.709e-01	7.010e-01	7.699e-02	2.997e-02	1.428e-01
1.250e+04	4.560e-01	-4.066e-14	5.000e-01	5.527e-01	2.324e-01	7.010e-01	7.699e-02	2.997e-02	1.428e-01
1.260e+04	5.000e-01	-4.066e-14	5.000e-01	5.376e-01	1.736e-01	6.888e-01	7.699e-02	2.997e-02	1.566e-01
1.270e+04	5.000e-01	-4.066e-14	5.000e-01	5.376e-01	2.324e-01	6.888e-01	6.558e-02	1.894e-02	1.428e-01
1.280e+04	5.000e-01	-4.066e-14	5.000e-01	5.376e-01	2.324e-01	6.888e-01	6.558e-02	1.894e-02	1.428e-01
1.290e+04	5.000e-01	-4.066e-14	5.000e-01	5.376e-01	2.324e-01	6.888e-01	6.558e-02	1.894e-02	1.428e-01
1.300e+04	5.000e-01	-4.066e-14	5.000e-01	5.376e-01	2.324e-01	6.888e-01	6.558e-02	1.894e-02	1.428e-01
1.310e+04	5.000e-01	-4.066e-14	5.000e-01	5.376e-01	2.324e-01	6.888e-01	6.558e-02	1.894e-02	1.428e-01
1.320e+04	5.000e-01	-4.066e-14	5.000e-01	5.376e-01	2.324e-01	6.888e-01	6.558e-02	1.894e-02	1.428e-01
1.330e+04	5.000e-01	-4.066e-14	5.000e-01	5.376e-01	2.324e-01	6.888e-01	6.558e-02	1.894e-02	1.428e-01
1.340e+04	5.000e-01	-4.066e-14	5.000e-01	5.376e-01	2.324e-01	6.888e-01	6.387e-02	1.894e-02	1.167e-01
1.350e+04	5.000e-01	-4.066e-14	5.000e-01	5.376e-01	2.324e-01	6.888e-01	6.387e-02	1.894e-02	1.167e-01
1.360e+04	5.000e-01	-4.066e-14	5.000e-01	5.376e-01	2.324e-01	6.888e-01	6.387e-02	1.894e-02	1.167e-01
1.370e+04	5.000e-01	2.398e-01	5.000e-01	5.376e-01	2.324e-01	6.888e-01	6.558e-02	1.894e-02	1.428e-01
1.380e+04	5.000e-01	2.453e-01	5.000e-01	4.529e-01	2.324e-01	6.317e-01	6.387e-02	1.750e-02	1.167e-01
1.390e+04	5.000e-01	2.453e-01	5.000e-01	4.529e-01	1.709e-01	6.317e-01	6.558e-02	1.894e-02	1.428e-01
1.400e+04	5.000e-01	2.453e-01	5.000e-01	4.529e-01	1.709e-01	6.317e-01	6.387e-02	1.750e-02	1.167e-01
1.410e+04	5.000e-01	2.453e-01	5.000e-01	4.529e-01	1.709e-01	6.317e-01	6.387e-02	1.750e-02	1.167e-01
1.420e+04	5.000e-01	2.453e-01	5.000e-01	4.529e-01	1.709e-01	6.317e-01	6.558e-02	1.750e-02	1.428e-01
