n.evals.q.1.0.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.network.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.hebbian.synapse.best.solution.sim.sequentialXor.avg.UNLIMITED.max	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.min	xor._.me.freeForm.best.solution.sim.sequentialXor.avg.UNLIMITED.max
1.090e+04	4.000e-01	6.205e-02	5.000e-01	5.608e-01	2.332e-01	7.605e-01	9.528e-01	7.060e-01	1.000e+00
1.100e+04	4.000e-01	6.205e-02	5.000e-01	5.608e-01	2.332e-01	7.396e-01	9.528e-01	7.060e-01	1.000e+00
1.110e+04	4.000e-01	6.205e-02	5.000e-01	5.608e-01	2.332e-01	7.396e-01	9.528e-01	7.060e-01	1.000e+00
1.120e+04	4.000e-01	6.205e-02	5.000e-01	5.608e-01	2.332e-01	7.396e-01	9.528e-01	7.060e-01	1.000e+00
1.130e+04	4.000e-01	6.205e-02	5.000e-01	5.608e-01	2.332e-01	7.396e-01	9.528e-01	7.060e-01	1.000e+00
1.140e+04	4.000e-01	6.205e-02	5.000e-01	5.608e-01	2.332e-01	7.396e-01	9.528e-01	7.060e-01	1.000e+00
1.150e+04	4.000e-01	6.205e-02	5.000e-01	5.608e-01	2.332e-01	7.396e-01	9.528e-01	7.060e-01	1.000e+00
1.160e+04	4.000e-01	6.205e-02	5.000e-01	5.608e-01	2.332e-01	7.396e-01	9.677e-01	7.060e-01	1.000e+00
1.170e+04	4.000e-01	6.205e-02	5.000e-01	5.608e-01	2.332e-01	7.396e-01	9.677e-01	7.060e-01	1.000e+00
1.180e+04	4.000e-01	6.205e-02	5.000e-01	5.608e-01	2.332e-01	7.396e-01	9.677e-01	7.060e-01	1.000e+00
1.190e+04	4.000e-01	6.205e-02	5.000e-01	5.479e-01	2.332e-01	7.113e-01	9.677e-01	7.060e-01	1.000e+00
1.200e+04	4.000e-01	6.205e-02	5.000e-01	5.479e-01	2.332e-01	7.113e-01	9.677e-01	7.060e-01	1.000e+00
1.210e+04	4.000e-01	6.205e-02	5.000e-01	5.479e-01	2.332e-01	7.113e-01	9.677e-01	7.060e-01	1.000e+00
1.220e+04	4.000e-01	-7.698e-02	5.000e-01	5.479e-01	2.332e-01	7.113e-01	9.677e-01	7.060e-01	1.000e+00
1.230e+04	4.000e-01	-7.698e-02	5.000e-01	5.280e-01	2.090e-01	7.113e-01	9.677e-01	7.060e-01	1.000e+00
1.240e+04	4.000e-01	-7.698e-02	5.000e-01	5.270e-01	2.090e-01	7.090e-01	9.677e-01	7.060e-01	1.000e+00
1.250e+04	4.000e-01	-7.698e-02	5.000e-01	5.270e-01	2.090e-01	7.090e-01	9.677e-01	7.060e-01	1.000e+00
1.260e+04	4.000e-01	-7.698e-02	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.677e-01	7.060e-01	1.000e+00
1.270e+04	4.000e-01	-7.698e-02	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.677e-01	7.060e-01	1.000e+00
1.280e+04	4.000e-01	-7.698e-02	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.677e-01	7.060e-01	1.000e+00
1.290e+04	4.000e-01	-7.698e-02	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.677e-01	7.060e-01	1.000e+00
1.300e+04	4.000e-01	-7.698e-02	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.677e-01	7.060e-01	1.000e+00
1.310e+04	4.000e-01	-7.698e-02	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.677e-01	7.060e-01	1.000e+00
1.320e+04	4.000e-01	-7.698e-02	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.677e-01	7.060e-01	1.000e+00
1.330e+04	4.000e-01	-7.698e-02	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.677e-01	7.060e-01	1.000e+00
1.340e+04	4.000e-01	-7.698e-02	5.000e-01	5.034e-01	2.090e-01	6.821e-01	9.698e-01	7.578e-01	1.000e+00
